PassageDate,PassageTime,PassageDirection,Species,BodyDepth,LengthCoefficient,TotalLength,LifeStage,Count,Sex,AdClip,Condition,IDCertainty,SilhouetteQuality,VideoQuality,VideoProblems,Vaki/Trap,Comments
2012-12-20,10:54:00,UP,RBT,40,4.8,192,J,1,UNK,UNK,GOOD,P,POOR,FAIR,NO,VAKI,NA
2012-12-20,14:34:00,UP,RBT,42,4.8,202,J,1,UNK,UNK,GOOD,L,POOR,POOR,OR,VAKI,NA
2012-12-20,14:34:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2012-12-21,06:30:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,POOR,POOR,OR,VAKI,NA
2013-01-01,01:38:00,UP,RBT,77,4.8,370,J,1,UNK,UNK,GOOD,L,POOR,POOR,TB,VAKI,NA
2013-01-03,13:41:00,UP,RBT,40,4.8,192,J,1,UNK,UNK,GOOD,VL,POOR,POOR,TB,VAKI,NA
2013-01-13,08:33:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,POOR,FAIR,TB,VAKI,NA
2013-01-13,16:24:00,UP,RBT,55,4.8,264,J,1,UNK,N,GOOD,P,FAIR,FAIR,TB,VAKI,NA
2013-01-15,08:13:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,FAIR,FAIR,TB,VAKI,NA
2013-01-16,08:03:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,POOR,FAIR,TB,VAKI,NA
2013-01-17,07:14:00,UP,RBT,47,4.8,226,J,1,UNK,N,GOOD,P,POOR,FAIR,TB,VAKI,NA
2013-01-17,12:16:00,UP,RBT,45,4.8,216,J,1,UNK,N,GOOD,P,POOR,FAIR,TB,VAKI,NA
2013-01-19,07:53:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,POOR,POOR,OR/TB,VAKI,NA
2013-01-19,07:53:00,UP,RBT,45,4.8,216,J,1,UNK,N,GOOD,P,POOR,FAIR,MP/TB,VAKI,NA
2013-01-21,12:05:00,UP,RBT,40,4.8,192,J,1,UNK,N,GOOD,P,POOR,FAIR,TB,VAKI,NA
2013-01-22,07:00:00,UP,RBT,45,4.8,216,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-01-22,08:52:00,UP,RBT,45,4.8,216,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-01-23,08:02:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-01-24,11:29:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-01-24,22:00:00,UP,RBT,77,4.8,370,J,1,UNK,N,GOOD,P,POOR,FAIR,OR,VAKI,NA
2013-01-28,09:38:00,UP,RBT,47,4.8,226,J,1,UNK,UNK,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-01-29,07:34:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-01-30,07:17:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-01-30,07:54:00,UP,RBT,47,4.8,226,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-02-03,00:27:00,UP,RBT,112,4.8,538,A,1,F,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-02-03,08:57:00,UP,RBT,117,4.8,562,A,1,F,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-02-04,06:43:00,UP,RBT,80,4.8,384,J,1,F,Y,GOOD,VL,POOR,FAIR,NO,VAKI,NA
2013-02-05,08:22:00,UP,RBT,40,4.8,192,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-02-10,14:00:00,UP,RBT,72,4.8,346,J,1,UNK,N,GOOD,P,FAIR,POOR,TB,VAKI,NA
2013-02-13,15:43:00,UP,RBT,67,4.8,322,J,1,UNK,N,GOOD,P,FAIR,FAIR,TB,VAKI,NA
2013-02-15,14:00:00,UP,RBT,80,4.8,384,J,1,UNK,Y,GOOD,VL,FAIR,POOR,TB,VAKI,NA
2013-02-16,08:42:00,UP,RBT,77,4.8,370,J,1,UNK,N,GOOD,VL,FAIR,POOR,TB,VAKI,NA
2013-02-25,13:11:00,UP,RBT,50,4.8,240,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-02-28,07:02:00,UP,RBT,47,4.8,226,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-03-01,06:52:00,UP,RBT,50,4.8,240,J,1,UNK,UNK,GOOD,P,POOR,POOR,NO,VAKI,NA
2013-03-01,11:11:00,UP,RBT,57,4.8,274,J,1,UNK,UNK,GOOD,P,POOR,POOR,NO,VAKI,NA
2013-03-01,12:59:00,UP,RBT,50,4.8,240,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-03-01,17:40:00,UP,RBT,55,4.8,264,J,1,UNK,UNK,GOOD,P,POOR,POOR,NO,VAKI,NA
2013-03-02,06:39:00,UP,RBT,55,4.8,264,J,1,UNK,UNK,GOOD,P,POOR,POOR,NO,VAKI,NA
2013-03-03,06:27:00,UP,RBT,50,4.8,240,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-03-03,15:38:00,UP,RBT,65,4.8,312,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-03-04,06:32:00,UP,RBT,52,4.8,250,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-03-04,14:42:00,UP,RBT,50,4.8,240,J,1,UNK,UNK,GOOD,P,FAIR,POOR,NO,VAKI,NA
2013-03-05,06:39:00,UP,RBT,55,4.8,264,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-03-05,15:16:00,UP,RBT,45,4.8,216,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-03-06,06:34:00,UP,RBT,55,4.8,264,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-03-06,14:01:00,UP,RBT,50,4.8,240,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-03-06,15:54:00,UP,RBT,55,4.8,264,J,1,UNK,UNK,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-03-07,08:44:00,UP,RBT,52,4.8,250,J,1,UNK,UNK,GOOD,P,POOR,POOR,NO,VAKI,NA
2013-03-07,13:14:00,UP,RBT,65,4.8,312,J,1,M,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-03-07,15:56:00,UP,RBT,133,4.8,638,A,1,F,N,GOOD,P,GOOD,FAIR,NO,VAKI,NA
2013-03-08,07:13:00,UP,RBT,52,4.8,250,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-03-11,09:42:00,UP,RBT,77,4.8,370,J,1,UNK,UNK,GOOD,P,FAIR,POOR,OR,VAKI,NA
2013-03-14,12:01:00,UP,RBT,60,4.8,288,J,1,F,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-03-24,00:02:00,UP,RBT,65,4.8,312,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-03-24,18:26:00,UP,RBT,50,4.8,240,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-03-26,15:36:00,UP,RBT,40,4.8,192,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-03-26,15:45:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-03-26,15:45:00,UP,RBT,42,4.8,202,J,1,UNK,N,GOOD,P,NONE,FAIR,MP,VAKI,NA
2013-04-04,13:42:00,UP,RBT,47,4.8,226,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-04-08,11:39:00,UP,RBT,40,4.8,192,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-04-13,15:54:00,UP,RBT,70,4.8,336,J,1,M,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-05-24,14:17:00,UP,RBT,50,4.8,240,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-05-30,14:18:00,UP,RBT,45,4.8,216,J,1,UNK,UNK,GOOD,P,POOR,POOR,NO,VAKI,NA
2013-06-01,02:38:00,UP,RBT,75,4.8,360,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-06-03,19:06:00,UP,RBT,50,4.8,240,J,1,UNK,Y,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-06-03,20:56:00,UP,RBT,80,4.8,384,J,1,UNK,Y,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-06-05,07:48:00,UP,RBT,50,4.8,240,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-06-07,06:51:00,UP,RBT,45,4.8,216,J,1,UNK,UNK,GOOD,L,POOR,POOR,NO,VAKI,NA
2013-06-18,11:25:00,UP,RBT,47,4.8,226,J,1,UNK,UNK,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-09-28,07:06:00,UP,RBT,47,4.8,226,J,1,UNK,UNK,GOOD,P,FAIR,FAIR,OR,VAKI,NA
2013-10-08,17:35:00,UP,RBT,90,4.8,432,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-10-17,02:58:00,UP,RBT,87,4.8,418,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-10-17,18:25:00,UP,RBT,100,4.8,480,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-10-20,00:35:00,UP,RBT,93,4.8,446,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-10-20,22:17:00,UP,RBT,92,4.8,442,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-10-21,01:32:00,UP,RBT,120,4.8,576,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-10-22,23:25:00,UP,RBT,73,4.8,350,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-10-24,06:20:00,UP,RBT,102,4.8,490,A,1,UNK,N,GOOD,VL,FAIR,POOR,TB,VAKI,NA
2013-10-24,16:42:00,UP,RBT,45,4.8,216,J,1,UNK,UNK,GOOD,P,POOR,POOR,NO,VAKI,NA
2013-10-25,12:58:00,UP,RBT,82,4.8,394,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-10-26,07:58:00,UP,RBT,85,4.8,408,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-10-28,13:57:00,UP,RBT,87,4.8,418,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-11-17,01:56:00,UP,RBT,101,4.8,485,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-11-20,21:00:00,UP,RBT,85,4.8,408,A,1,UNK,N,GOOD,P,POOR,FAIR,TB,VAKI,NA
2013-11-21,01:27:00,UP,RBT,107,4.8,514,A,1,UNK,Y,GOOD,P,POOR,FAIR,NO,VAKI,NA
2013-11-21,02:32:00,UP,RBT,117,4.8,562,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-11-21,04:03:00,UP,RBT,90,4.8,432,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-11-21,06:52:00,UP,RBT,87,4.8,418,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2013-11-22,18:09:00,UP,RBT,117,4.8,562,A,1,UNK,Y,GOOD,P,GOOD,FAIR,NO,VAKI,NA
2013-12-17,15:51:00,UP,RBT,92,4.8,442,A,1,UNK,N,GOOD,P,GOOD,FAIR,NO,VAKI,NA
2013-12-19,22:44:00,UP,RBT,81,4.8,389,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-01-07,12:16:00,UP,RBT,52,4.8,250,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-01-20,22:00:00,UP,RBT,92,4.8,442,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-01-23,19:44:00,UP,RBT,85,4.8,408,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-01-24,20:16:00,UP,RBT,112,4.8,538,A,1,UNK,Y,GOOD,P,POOR,FAIR,NO,VAKI,NA
2014-01-28,12:49:00,UP,RBT,57,4.8,274,J,1,M,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2014-01-29,15:33:00,UP,RBT,110,4.8,528,A,1,UNK,N,GOOD,P,FAIR,FAIR,SS,VAKI,NA
2014-01-30,01:57:00,UP,RBT,125,4.8,600,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-01-30,21:05:00,UP,RBT,92,4.8,442,A,1,UNK,Y,GOOD,P,POOR,FAIR,NO,VAKI,NA
2014-01-31,15:37:00,UP,RBT,85,4.8,408,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-02-08,02:40:00,UP,RBT,80,4.8,384,J,1,UNK,Y,GOOD,P,POOR,FAIR,NO,VAKI,NA
2014-02-09,03:32:00,UP,RBT,75,4.8,360,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-02-14,09:09:00,UP,RBT,87,4.8,418,A,1,UNK,UNK,GOOD,VL,FAIR,POOR,NO,VAKI,NA
2014-02-22,16:37:00,UP,RBT,102,4.8,490,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-02-24,07:34:00,UP,RBT,40,4.8,192,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2014-03-13,22:02:00,UP,RBT,110,4.8,528,A,1,UNK,UNK,GOOD,P,POOR,POOR,NO,VAKI,NA
2014-03-15,12:49:00,UP,RBT,40,4.8,192,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2014-03-20,10:31:00,UP,RBT,90,4.8,432,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-04-10,13:28:00,UP,RBT,47,4.8,226,J,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2014-04-10,18:35:00,UP,RBT,45,4.8,216,J,1,UNK,UNK,GOOD,P,FAIR,POOR,NO,VAKI,NA
2014-04-10,18:44:00,UP,RBT,50,4.8,240,J,1,UNK,N,GOOD,P,FAIR,POOR,NO,VAKI,NA
2014-04-10,18:45:00,UP,RBT,47,4.8,226,J,1,UNK,UNK,GOOD,P,FAIR,POOR,NO,VAKI,NA
2014-04-11,08:30:00,UP,RBT,40,4.8,192,J,1,UNK,N,GOOD,VL,POOR,POOR,NO,VAKI,NA
2014-10-18,00:58:00,UP,RBT,85,4.8,408,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-12-01,18:40:00,UP,RBT,95,4.8,456,A,1,F,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2014-12-01,18:40:00,DOWN,RBT,92,4.8,442,A,-1,F,N,GOOD,P,POOR,NONE,N/A,VAKI,NA
2014-12-01,18:49:00,UP,RBT,97,4.8,466,A,1,F,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2014-12-04,21:44:00,UP,RBT,115,4.8,552,A,1,F,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2015-01-17,23:07:00,UP,RBT,82,4.8,394,J,1,F,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2015-01-17,23:07:00,DOWN,RBT,82,4.8,394,J,-1,F,Y,GOOD,P,POOR,NONE,N/A,VAKI,NA
2015-01-18,01:52:00,UP,RBT,80,4.8,384,J,1,F,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2015-02-03,01:28:00,UP,RBT,85,4.8,408,A,1,M,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2015-02-08,16:21:00,UP,RBT,102,4.8,490,A,1,F,N,GOOD,P,FAIR,POOR,TB,VAKI,NA
2015-02-12,02:47:00,UP,RBT,115,4.8,552,A,1,UNK,N,GOOD,VL,FAIR,POOR,TB,VAKI,NA
2015-02-12,02:47:00,DOWN,RBT,110,4.8,528,A,-1,UNK,N,GOOD,VL,FAIR,NONE,N/A,VAKI,NA
2015-02-12,02:59:00,UP,RBT,123,4.8,590,A,1,UNK,N,GOOD,VL,FAIR,POOR,TB,VAKI,NA
2015-02-12,17:05:00,UP,RBT,82,4.8,394,J,1,UNK,Y,GOOD,VL,FAIR,POOR,TB,VAKI,NA
2015-02-21,06:18:00,UP,RBT,120,4.8,576,A,1,F,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2015-02-21,06:18:00,DOWN,RBT,120,4.8,576,A,-1,F,Y,GOOD,P,FAIR,NONE,N/A,VAKI,NA
2015-02-21,06:22:00,UP,RBT,120,4.8,576,A,1,F,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2015-11-08,21:53:00,UP,RBT,72,4.8,346,J,1,UNK,Y,GOOD,P,POOR,POOR,NO,VAKI,NA
2015-12-28,20:51:00,UP,RBT,65,4.8,312,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-01-17,04:46:00,UP,RBT,75,4.8,360,J,1,UNK,UNK,GOOD,P,FAIR,FAIR,TB,VAKI,NA
2016-01-17,04:46:00,DOWN,RBT,77,4.8,370,J,-1,UNK,UNK,GOOD,P,FAIR,NONE,N/A,VAKI,NA
2016-01-18,04:46:00,UP,RBT,80,4.8,384,J,1,UNK,UNK,GOOD,VL,FAIR,POOR,OR,VAKI,NA
2016-02-05,20:13:00,UP,RBT,131,4.8,629,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-02-08,19:18:00,UP,RBT,135,4.8,648,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-07,01:09:00,UP,RBT,105,4.8,504,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-07,02:38:00,UP,RBT,95,4.8,456,A,1,F,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-13,23:10:00,UP,RBT,105,4.8,504,A,1,F,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-18,02:03:00,UP,RBT,111,4.8,533,A,1,M,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-18,18:26:00,UP,RBT,102,4.8,490,A,1,UNK,Y,GOOD,P,FAIR,POOR,EM,VAKI,NA
2016-10-18,21:44:00,UP,RBT,95,4.8,456,A,1,UNK,Y,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2016-10-19,09:55:00,UP,RBT,82,4.8,394,J,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-19,18:31:00,UP,RBT,100,4.8,480,A,1,F,UNK,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-19,19:15:00,UP,RBT,105,4.8,504,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-20,22:58:00,UP,RBT,90,4.8,432,A,1,UNK,N,GOOD,P,GOOD,FAIR,NO,VAKI,NA
2016-10-21,21:59:00,UP,RBT,70,4.8,336,J,1,F,N,GOOD,P,NONE,FAIR,NO,VAKI,NA
2016-10-22,11:03:00,UP,RBT,95,4.8,456,A,1,F,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-23,09:28:00,UP,RBT,85,4.8,408,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-10-26,09:02:00,UP,RBT,75,4.8,360,J,1,UNK,Y,GOOD,P,POOR,POOR,TB,VAKI,NA
2016-10-27,22:03:00,UP,RBT,95,4.8,456,A,1,M,Y,GOOD,P,POOR,FAIR,NO,VAKI,NA
2016-10-29,10:31:00,UP,RBT,92,4.8,442,A,1,UNK,UNK,GOOD,L,POOR,POOR,TB,VAKI,NA
2016-11-13,19:30:00,UP,RBT,82,4.8,394,J,1,UNK,UNK,GOOD,P,POOR,FAIR,NO,VAKI,NA
2016-11-22,17:18:00,UP,RBT,105,4.8,504,A,1,M,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-11-22,18:31:00,UP,RBT,85,4.8,408,A,1,M,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2016-11-28,00:30:00,UP,RBT,82,4.8,394,J,1,UNK,N,GOOD,P,POOR,POOR,TB,VAKI,NA
2016-11-28,17:08:00,UP,RBT,87,4.8,418,A,1,F,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2016-12-07,03:17:00,UP,RBT,72,4.8,346,J,1,F,Y,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2016-12-23,12:38:00,UP,RBT,75,4.8,360,J,1,F,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2017-01-01,17:31:00,UP,RBT,105,4.8,504,A,1,M,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2017-01-02,00:56:00,UP,RBT,92,4.8,442,A,1,F,Y,GOOD,VL,FAIR,POOR,SS,VAKI,NA
2017-01-03,12:40:00,UP,RBT,85,4.8,408,A,1,M,Y,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2017-10-13,07:30:00,UP,RBT,75,4.8,360,J,1,UNK,Y,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2018-10-09,01:19:00,UP,RBT,98,4.8,470,A,1,M,N,GOOD,P,GOOD,FAIR,NO,TRAP,NA
2018-10-09,01:19:00,DOWN,RBT,95,4.8,456,A,-1,M,N,GOOD,P,FAIR,NONE,N/A,TRAP,NA
2018-10-09,01:28:00,UP,RBT,94,4.8,451,A,1,M,N,GOOD,P,GOOD,FAIR,NO,TRAP,NA
2018-10-09,01:28:00,DOWN,RBT,105,4.8,504,A,-1,M,N,GOOD,P,POOR,NONE,N/A,TRAP,NA
2018-10-17,01:55:00,UP,RBT,102,4.8,490,A,1,F,N,GOOD,P,GOOD,FAIR,NO,VAKI,NA
2018-10-19,16:25:00,UP,RBT,82,4.8,394,J,1,UNK,Y,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2018-10-20,17:56:00,UP,RBT,77,4.8,370,J,1,UNK,Y,GOOD,VL,FAIR,GOOD,NO,VAKI,NA
2018-10-22,01:53:00,UP,RBT,77,4.8,370,J,1,UNK,N,GOOD,VL,FAIR,FAIR,NO,VAKI,NA
2018-10-24,16:25:00,UP,RBT,70,4.8,336,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2018-10-24,19:14:00,UP,RBT,97,4.8,466,A,1,UNK,Y,GOOD,P,POOR,FAIR,OR,VAKI,NA
2018-10-24,19:14:00,DOWN,RBT,87,4.8,418,A,-1,UNK,Y,GOOD,P,FAIR,NONE,N/A,VAKI,NA
2018-10-24,20:07:00,UP,RBT,97,4.8,466,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2018-10-26,00:30:00,UP,RBT,92,4.8,442,A,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2018-10-26,00:30:00,DOWN,RBT,92,4.8,442,A,-1,UNK,N,GOOD,P,NONE,NONE,N/A,VAKI,NA
2018-10-26,00:38:00,UP,RBT,87,4.8,418,A,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2018-10-26,14:38:00,UP,RBT,87,4.8,418,A,1,F,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2018-10-27,12:42:00,UP,RBT,102,4.8,490,A,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2018-10-28,08:27:00,UP,RBT,90,4.8,432,A,1,M,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2018-10-28,23:42:00,UP,RBT,97,4.8,466,A,1,UNK,N,GOOD,P,GOOD,FAIR,NO,VAKI,NA
2018-10-28,23:42:00,DOWN,RBT,112,4.8,538,A,-1,UNK,N,GOOD,P,POOR,NONE,N/A,VAKI,NA
2018-10-28,23:45:00,UP,RBT,108,4.8,518,A,1,UNK,N,GOOD,P,POOR,FAIR,NO,VAKI,NA
2018-10-29,00:09:00,UP,RBT,82,4.8,394,J,1,UNK,N,GOOD,P,GOOD,FAIR,NO,VAKI,NA
2018-10-29,00:09:00,DOWN,RBT,52,4.8,250,J,-1,UNK,N,GOOD,P,FAIR,NONE,N/A,VAKI,NA
2018-10-29,00:09:00,UP,RBT,77,4.8,370,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2018-10-29,06:19:00,UP,RBT,102,4.8,490,A,1,M,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2018-10-29,06:19:00,DOWN,RBT,110,4.8,528,A,-1,M,N,GOOD,P,POOR,NONE,N/A,VAKI,NA
2018-10-29,06:19:00,UP,RBT,102,4.8,490,A,1,M,N,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2018-10-29,19:33:00,UP,RBT,80,4.8,384,J,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2018-10-31,07:04:00,UP,RBT,75,4.8,360,J,1,UNK,N,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2018-11-03,10:21:00,UP,RBT,85,4.8,408,A,1,UNK,Y,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2018-11-04,02:46:00,UP,RBT,107,4.8,514,A,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
2018-11-05,12:05:00,UP,RBT,62,4.8,298,J,1,UNK,UNK,GOOD,L,POOR,POOR,TB,VAKI,NA
2018-11-07,21:36:00,UP,RBT,95,4.8,456,A,1,UNK,Y,GOOD,P,FAIR,FAIR,NO,VAKI,NA
2018-11-22,20:33:00,UP,RBT,80,4.8,384,J,1,UNK,UNK,GOOD,VL,GOOD,POOR,TB,VAKI,NA
2018-11-23,03:25:00,UP,RBT,75,4.8,360,J,1,UNK,N,GOOD,VL,GOOD,FAIR,TB,VAKI,NA
2018-11-23,03:25:00,DOWN,RBT,95,4.8,456,A,-1,UNK,N,GOOD,VL,POOR,NONE,N/A,VAKI,NA
2018-11-23,06:47:00,UP,RBT,67,4.8,322,J,1,UNK,N,GOOD,P,FAIR,FAIR,TB,VAKI,NA
2018-11-24,22:47:00,UP,RBT,135,4.8,648,A,1,UNK,N,GOOD,P,FAIR,FAIR,TB,VAKI,NA
2018-12-15,00:34:00,UP,RBT,85,4.8,408,A,1,UNK,Y,GOOD,P,FAIR,GOOD,NO,VAKI,NA
2019-01-08,13:17:00,UP,RBT,138,4.8,662,A,1,M,Y,GOOD,P,GOOD,POOR,TB,VAKI,NA
2019-01-08,13:18:00,DOWN,RBT,127,4.8,610,A,-1,M,Y,GOOD,P,POOR,NONE,N/A,VAKI,NA
2019-01-08,13:25:00,UP,RBT,137,4.8,658,A,1,M,Y,GOOD,P,GOOD,POOR,TB,VAKI,NA
2019-01-14,15:14:00,UP,RBT,146,4.8,701,A,1,M,Y,GOOD,P,GOOD,FAIR,NO,VAKI,NA
2019-02-02,03:32:00,UP,RBT,85,4.8,408,A,1,UNK,UNK,GOOD,VL,FAIR,POOR,TB,VAKI,NA
2019-09-06,15:13:00,UP,RBT,55,4.8,264,J,1,UNK,N,GOOD,P,GOOD,GOOD,NO,VAKI,NA
